DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
8/19/20,32493714,Klimentidis YC,6/3/20,Diabetes,www.ncbi.nlm.nih.gov/pubmed/32493714,Phenotypic and Genetic Characterization of Lower LDL-C and Increased Type-2 Diabetes Risk in the UK Biobank.,Low density lipoprotein cholesterol levels,"431,167 European ancestry individuals",NA,Xq28,X,154443984,NR,GDI1 - FAM50A,ENSG00000203879,ENSG00000071859,,517,157,rs188437955-G,rs188437955,0,188437955,regulatory_region_variant,1,0.887524,1.00E-08,8,,0.0145092,[0.0096-0.0195] unit increase,Affymetrix [15000001],N,low density lipoprotein cholesterol measurement,http://www.ebi.ac.uk/efo/EFO_0004611,GCST90002412,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq11.2,X,64535564,NR,SHC1P1 - YWHAZP7,ENSG00000230889,ENSG00000227261,,101419,77068,rs146112277-A,rs146112277,0,146112277,intergenic_variant,1,NR,1.00E-11,11,,0.1346,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66033111,VSIG4,VSIG4,,,ENSG00000155659,,,rs147670940-T,rs147670940,0,147670940,intron_variant,0,NR,3.00E-11,10.52287875,,0.1684,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,58070573,ZXDA,KRT8P17 - BX322784.1,ENSG00000235124,ENSG00000236852,,84440,4708677,rs73209413-C,rs73209413,0,73209413,intergenic_variant,1,NR,1.00E-10,10,,0.201,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66706200,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,29836,667373,rs73221553-A,rs73221553,0,73221553,intergenic_variant,1,NR,1.00E-10,10,,0.1373,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67938896,OPHN1,BMI1P1 - AL157700.1,ENSG00000234201,ENSG00000260118,,146001,74574,rs73212804-T,rs73212804,0,73212804,intergenic_variant,1,NR,2.00E-10,9.698970004,,0.1317,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67743865,NR,AR - BMI1P1,ENSG00000169083,ENSG00000234201,,13246,48090,rs113222435-T,rs113222435,0,113222435,intergenic_variant,1,NR,2.00E-10,9.698970004,,0.1603,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,55304526,"FAM104B, MTRNR2L10, PAGE3, PAGE5",AL158819.1 - MIR4536-2,ENSG00000232765,ENSG00000266328,,15741,146969,rs138216499-A,rs138216499,0,138216499,intergenic_variant,1,NR,5.00E-10,9.301029996,,0.09951,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq28,X,153494403,NR,HAUS7,,,ENSG00000213397,,,rs11796997-A,rs11796997,0,11796997,intron_variant,0,NR,6.00E-10,9.22184875,,0.06176,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
8/7/19,31095341,Kerns SL,5/16/19,J Natl Cancer Inst,www.ncbi.nlm.nih.gov/pubmed/31095341,Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.,Response to radiotherapy in prostate cancer (overall toxicity),"3,871 European ancestry individuals",NA,Xp11.4,X,38291789,NR,"RPGR, AF241726.2",,,"ENSG00000156313, ENSG00000250349",,,rs75759941-?,rs75759941,0,75759941,intron_variant,0,0.05,9.00E-08,7.045757491,,0.25,[0.16-0.34] unit increase,"Affymetrix, Illumina [~ 6000000] (imputed)",N,"response to radiation, adverse effect, prostate carcinoma","http://purl.obolibrary.org/obo/GO_0009314, http://www.ebi.ac.uk/efo/EFO_0009658, http://www.ebi.ac.uk/efo/EFO_0001663",GCST008379,Genome-wide genotyping array
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell density,"6,125 Icelandic ancestry individuals",NA,Xq26.2,X,132076224,NR,STK26 - FRMD7,ENSG00000134602,ENSG00000165694,,281,769,rs185326752-T,rs185326752,0,185326752,intergenic_variant,1,NR,8.00E-07,6.096910013,,0.983,unit increase,Illumina [NR],N,corneal endothelial cell measurement,http://www.ebi.ac.uk/efo/EFO_0010079,GCST008339,Genome-wide genotyping array
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell density,"6,125 Icelandic ancestry individuals",NA,Xq26.2,X,132283147,NR,RAP2C-AS1,,,ENSG00000232160,,,rs183044457-A,rs183044457,0,183044457,intron_variant,0,NR,8.00E-07,6.096910013,,0.983,unit increase,Illumina [NR],N,corneal endothelial cell measurement,http://www.ebi.ac.uk/efo/EFO_0010079,GCST008339,Genome-wide genotyping array
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell density,"6,125 Icelandic ancestry individuals",NA,Xq26.2,X,132496959,NR,MBNL3 - RNU6-98P,ENSG00000076770,ENSG00000206900,,6991,83158,rs141008342-A,rs141008342,0,141008342,intergenic_variant,1,NR,8.00E-07,6.096910013,,0.983,unit increase,Illumina [NR],N,corneal endothelial cell measurement,http://www.ebi.ac.uk/efo/EFO_0010079,GCST008339,Genome-wide genotyping array
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell density,"6,125 Icelandic ancestry individuals",NA,Xq26.2,X,133933712,NR,GPC3,,,ENSG00000147257,,,rs190598003-C,rs190598003,0,190598003,intron_variant,0,NR,7.00E-07,6.15490196,,0.955,unit increase,Illumina [NR],N,corneal endothelial cell measurement,http://www.ebi.ac.uk/efo/EFO_0010079,GCST008339,Genome-wide genotyping array
8/2/19,30894546,Ivarsdottir EV,3/20/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/30894546,Sequence variation at ANAPC1 accounts for 24% of the variability in corneal endothelial cell density.,Corneal endothelial cell shape (percentage of hexagonally shaped cells),"6,125 Icelandic ancestry individuals",NA,Xq13.1,X,68981199,NR,EFNB1 - PJA1,ENSG00000090776,ENSG00000181191,,139039,179652,rs140291579-A,rs140291579,0,140291579,intergenic_variant,1,,8.00E-07,6.096910013,,0.607,[NR] unit increase,Illumina [NR],N,corneal endothelial cell measurement,http://www.ebi.ac.uk/efo/EFO_0010079,GCST008321,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67919221,NR,BMI1P1 - AL157700.1,ENSG00000234201,ENSG00000260118,,126326,94249,rs148652266-A,rs148652266,0,148652266,intergenic_variant,1,NR,8.00E-45,44.09691001,,0.5063,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,66322114,"HEPH, VSIG4",HEPH - AL157698.1,ENSG00000089472,ENSG00000231356,,53247,38652,rs145867342-T,rs145867342,0,145867342,intergenic_variant,1,NR,1.00E-44,44,,0.324,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,68143959,OPHN1,OPHN1,,,ENSG00000079482,,,rs7061504-G,rs7061504,0,7061504,intron_variant,0,NR,2.00E-38,37.69897,,0.1939,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xp11.21,X,57979046,NR,MYCLP2 - KRT8P17,ENSG00000228004,ENSG00000235124,,44243,5640,rs147829649-G,rs147829649,0,147829649,intergenic_variant,1,NR,1.00E-31,31,,0.2829,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67117703,NR,RNU6-394P - AL049641.1,ENSG00000222667,ENSG00000226280,,441339,255870,rs17216820-T,rs17216820,0,17216820,intergenic_variant,1,NR,6.00E-26,25.22184875,,0.1946,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,67954189,OPHN1,BMI1P1 - AL157700.1,ENSG00000234201,ENSG00000260118,,161294,59281,rs17302236-C,rs17302236,0,17302236,regulatory_region_variant,1,NR,4.00E-24,23.39794001,,0.1799,NR unit increase,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
12/3/18,28196072,Hagenaars SP,2/14/17,PLoS Genet,www.ncbi.nlm.nih.gov/pubmed/28196072,Genetic prediction of male pattern baldness.,Male-pattern baldness,"52,874 British ancestry males",,Xq12,X,68205491,OPHN1,OPHN1,,,ENSG00000079482,,,rs73212868-A,rs73212868,0,73212868,intron_variant,0,NR,4.00E-22,21.39794001,,0.3038,NR unit decrease,NR [NR] (imputed),N,Alopecia,http://www.orpha.net/ORDO/Orphanet_79364,GCST006661,Genome-wide genotyping array
10/30/20,31844061,Malaria Genomic Epidemiology Network,12/16/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31844061,"Insights into malaria susceptibility using genome-wide data on 17,000 individuals from Africa, Asia and Oceania.",Malaria,"7,957 African ancestry cases, 7,746 African ancestry controls, 718 Asian ancestry cases, 546 Asian ancestry controls, 402 Oceanian cases, 374 Oceanian controls",NR,Xp22.11,X,24432031,"PDK3, SUPT20HL1, SUPT20HL2",AC004552.1 - PDK3,ENSG00000225071,ENSG00000067992,,2111,33190,rs59309986-?,rs59309986,0,59309986,intergenic_variant,1,,7.00E-06,5.15490196,(heterogeneous),0.39,[0.22-0.56] unit increase,Illumina [1492601] (imputed),N,malaria,http://www.ebi.ac.uk/efo/EFO_0001068,GCST010725,Genome-wide genotyping array
7/2/19,31217584,Wojcik GL,6/19/19,Nature,www.ncbi.nlm.nih.gov/pubmed/31217584,Genetic analyses of diverse populations improves discovery for complex traits.,Height,"17,286 African American individuals, 22,192 Hispanic/Latino individuals, 4,680 Asian ancestry individuals, 3,939 Native Hawaiian ancestry individuals, 647 Native American ancestry individuals, 1,052 individuals",NA,Xq22.3,X,105908290,NR,NRK,,,ENSG00000123572,,,rs209373-?,rs209373,0,209373,missense_variant,0,NR,7.00E-06,5.15490196,,0.02586041,[0.015-0.037] unit decrease,Illumina [34656550] (imputed),N,body height,http://www.ebi.ac.uk/efo/EFO_0004339,GCST008053,Genome-wide genotyping array
10/30/20,31844061,Malaria Genomic Epidemiology Network,12/16/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31844061,"Insights into malaria susceptibility using genome-wide data on 17,000 individuals from Africa, Asia and Oceania.",Malaria,"7,957 African ancestry cases, 7,746 African ancestry controls, 718 Asian ancestry cases, 546 Asian ancestry controls, 402 Oceanian cases, 374 Oceanian controls",NR,Xp22.11,X,24432031,"PDK3, SUPT20HL1, SUPT20HL2",AC004552.1 - PDK3,ENSG00000225071,ENSG00000067992,,2111,33190,rs59309986-?,rs59309986,0,59309986,intergenic_variant,1,,8.00E-07,6.096910013,(additive),0.595,[0.36-0.83] unit increase,Illumina [1492601] (imputed),N,malaria,http://www.ebi.ac.uk/efo/EFO_0001068,GCST010725,Genome-wide genotyping array
10/30/20,31844061,Malaria Genomic Epidemiology Network,12/16/19,Nat Commun,www.ncbi.nlm.nih.gov/pubmed/31844061,"Insights into malaria susceptibility using genome-wide data on 17,000 individuals from Africa, Asia and Oceania.",Malaria,"7,957 African ancestry cases, 7,746 African ancestry controls, 718 Asian ancestry cases, 546 Asian ancestry controls, 402 Oceanian cases, 374 Oceanian controls",NR,Xp22.11,X,24432031,"PDK3, SUPT20HL1, SUPT20HL2",AC004552.1 - PDK3,ENSG00000225071,ENSG00000067992,,2111,33190,rs59309986-?,rs59309986,0,59309986,intergenic_variant,1,,8.00E-06,5.096910013,(dominant),0.384,[0.08-0.688] unit increase,Illumina [1492601] (imputed),N,malaria,http://www.ebi.ac.uk/efo/EFO_0001068,GCST010725,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"188,507 European ancestry individuals",NA,Xq23,X,110492978,NR,AC000113.1,,,ENSG00000287685,,,rs182375344-T,rs182375344,0,182375344,intron_variant,0,0.634915,6.00E-10,9.22184875,,0.0168586,[0.011-0.022] nmol/L increase,Affymetrix [16585745] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012102,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"188,507 European ancestry individuals",NA,Xq26.3,X,136787017,NR,ARHGEF6 - AL683813.3,ENSG00000129675,ENSG00000271339,,6085,1269,rs67952556-T,rs67952556,0,67952556,intergenic_variant,1,0.524108,9.00E-09,8.045757491,,0.0145261,[0.0094-0.0197] nmol/L increase,Affymetrix [16585745] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012102,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"188,507 European ancestry individuals",NA,Xq28,X,153324707,NR,PNMA6F - ZNF275,ENSG00000225110,ENSG00000063587,,2940,9440,rs5970442-C,rs5970442,0,5970442,intergenic_variant,1,0.496409,8.00E-26,25.09691001,,0.0267306,[0.022-0.032] nmol/L increase,Affymetrix [16585745] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012102,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"178,782 European ancestry individuals",NA,Xq26.2,X,132668311,NR,"HS6ST2, HS6ST2-AS1",,,"ENSG00000171004, ENSG00000235849",,,rs243466-C,rs243466,0,243466,non_coding_transcript_exon_variant,0,0.296328,5.00E-08,7.301029996,,0.0130627,[0.0084-0.0177] nmol/L increase,Affymetrix [16577424] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012103,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"178,782 European ancestry individuals",NA,Xq26.3,X,134546517,NR,MIR503HG,,,ENSG00000223749,,,rs757309-A,rs757309,0,757309,intron_variant,0,0.640848,1.00E-15,15,,0.0178789,[0.013-0.022] nmol/L increase,Affymetrix [16577424] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012103,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"178,782 European ancestry individuals",NA,Xq27.3,X,147363009,NR,AL591022.1 - AL096861.1,ENSG00000287017,ENSG00000274579,,76528,113315,rs5905042-C,rs5905042,0,5905042,intergenic_variant,1,0.691215,4.00E-22,21.39794001,,0.0228475,[0.018-0.027] nmol/L increase,Affymetrix [16577424] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012103,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"178,782 European ancestry individuals",NA,Xq28,X,151174776,NR,MIR4330 - GPR50-AS1,ENSG00000265789,ENSG00000234696,,6450,416,rs10218066-G,rs10218066,0,10218066,intergenic_variant,1,0.784775,3.00E-08,7.522878745,,0.014648,[0.0095-0.0198] nmol/L increase,Affymetrix [16577424] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012103,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"382,988 European ancestry individuals",NA,Xq27.3,X,147363009,NR,AL591022.1 - AL096861.1,ENSG00000287017,ENSG00000274579,,76528,113315,rs5905042-C,rs5905042,0,5905042,intergenic_variant,1,0.690225,4.00E-22,21.39794001,,0.0174486,[0.014-0.021] nmol/L increase,Affymetrix [16583148] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012104,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Bioavailable testosterone levels,"382,988 European ancestry individuals",NA,Xq28,X,151358193,NR,AF274853.1,,,ENSG00000287918,,,rs5970021-C,rs5970021,0,5970021,intron_variant,0,0.474405,5.00E-12,11.30103,,0.0111221,[0.0079-0.0144] nmol/L increase,Affymetrix [16583148] (imputed),N,testosterone measurement,http://www.ebi.ac.uk/efo/EFO_0004908,GCST90012104,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Estradiol levels,"206,927 European ancestry individuals",NA,Xp22.31,X,8912639,NR,AC074281.2,,,ENSG00000285896,,,rs5933688-G,rs5933688,0,5933688,intron_variant,0,0.275717,3.00E-37,36.52287875,,0.00858299,[0.0073-0.0099] unit increase,Affymetrix [16582268] (imputed),N,estradiol measurement,http://www.ebi.ac.uk/efo/EFO_0004697,GCST90012105,Genome-wide genotyping array
12/14/20,32042192,Ruth KS,2/10/20,Nat Med,www.ncbi.nlm.nih.gov/pubmed/32042192,Using human genetics to understand the disease impacts of testosterone in men and women.,Estradiol levels,"206,927 European ancestry individuals",NA,Xq12,X,66632437,NR,EDA2R,,,ENSG00000131080,,,rs12850857-G,rs12850857,0,12850857,intron_variant,0,0.809948,5.00E-11,10.30103,,0.0049969,[0.0035-0.0065] unit increase,Affymetrix [16582268] (imputed),N,estradiol measurement,http://www.ebi.ac.uk/efo/EFO_0004697,GCST90012105,Genome-wide genotyping array
